chr1	44	572.07029371	534.47236794	75.19585154	0.13306504	0.04845070	0.22228139
chr1	45	577.50023591	538.39020802	78.22005579	0.13039151	0.04415912	0.21868784
chr1	46	486.11666861	485.86267318	0.50799086	0.10682611	0.09977016	0.11336100
chr1	47	521.20326454	521.14898712	0.10855483	0.11080046	0.10769242	0.11396735
chr1	48	518.20729276	518.13469700	0.14519152	0.10966424	0.11322722	0.10605022
chr1	49	489.38553312	489.03358990	0.70388645	0.10106147	0.09318610	0.10873098
chr1	50	463.70758392	463.68038551	0.05439683	0.09508853	0.09722346	0.09298537
chr1	51	606.56326742	601.97247762	9.18157959	0.14375301	0.11236084	0.17680942
chr1	52	550.09355307	546.35195997	7.48318619	0.12347957	0.09582172	0.15046810
chr1	53	608.81042909	603.77696994	10.06691831	0.14013969	0.10759304	0.17382992
chr1	54	542.21268365	540.40803434	3.60929861	0.12478543	0.10592717	0.14415370
chr1	55	558.55209069	557.09917369	2.90583400	0.13240580	0.11513680	0.15067171
chr1	56	627.20290011	622.05513796	10.29552430	0.16166955	0.12523404	0.19716764
chr1	57	605.37893464	598.60179658	13.55427611	0.14659852	0.10791553	0.18635343
chr1	58	582.73423965	575.53874339	14.39099253	0.13960450	0.10019971	0.17959181
chr1	59	657.20968810	647.85055662	18.71826296	0.16470396	0.11692043	0.21295520
chr1	60	610.30494118	605.35719966	9.89548303	0.14635233	0.11291982	0.18000993
chr1	61	710.34728342	682.72876214	55.23704256	0.19396110	0.10795194	0.28443943
chr1	62	745.32840800	709.57887898	71.49905804	0.20860719	0.10811757	0.31301681
chr1	63	731.04256333	701.41802836	59.24906994	0.19761704	0.10962324	0.29096134
chr1	64	758.55526668	732.60347048	51.90359241	0.21634697	0.13029890	0.30639084
chr1	65	739.57491445	700.82036742	77.50909405	0.21690413	0.11027866	0.32781548
chr1	66	805.62189753	730.79771315	149.64836876	0.26502877	0.10610206	0.42722176
chr1	67	812.96896089	760.15136750	105.63518677	0.24515096	0.11632035	0.37630375
chr1	68	783.55185017	726.47870353	114.14629327	0.23437052	0.10488797	0.37293788
chr1	69	815.63499527	759.18077910	112.90843235	0.26191563	0.13102614	0.40955729
chr1	70	799.00346026	741.18584596	115.63522860	0.25461640	0.11634606	0.39502531
chr1	71	884.00653803	883.67731918	0.65843771	0.30789464	0.31892284	0.29628005
chr1	72	912.12767708	911.84317144	0.56901130	0.31698609	0.30645722	0.32750426
chr1	73	881.39204416	881.18546095	0.41316642	0.30379248	0.29503468	0.31294595
chr1	74	894.49193323	894.48731723	0.00923198	0.31774504	0.31908855	0.31637926
chr1	75	865.17268517	865.00917012	0.32703010	0.28464855	0.27694414	0.29252911
chr1	76	923.77791174	921.14595881	5.26390587	0.33638049	0.30322088	0.36858118
chr1	77	918.89818495	917.80315415	2.19006160	0.31696082	0.29647342	0.33758106
chr1	78	903.49499624	901.13998200	4.71002847	0.32524859	0.29483769	0.35634750
chr1	79	914.01046690	912.95828554	2.10436273	0.32217837	0.30199940	0.34263847
chr1	80	886.24806568	884.29661124	3.90290887	0.31338804	0.28604544	0.34175711
chr1	81	935.40084812	922.43738988	25.92691648	0.34999731	0.27731194	0.42295438
chr1	82	922.20553153	909.27232416	25.86641475	0.33624349	0.26656279	0.41077110
chr1	83	921.34559815	914.93128761	12.82862109	0.35584082	0.30484196	0.40879194
chr1	84	932.76861296	929.27795363	6.98131866	0.34944424	0.31044999	0.38640366
chr1	85	938.71734363	930.48196583	16.47075560	0.35020839	0.29197130	0.40806222
chr1	86	940.85439202	912.15665380	57.39547644	0.39209062	0.28305147	0.50644079
chr1	87	961.59939073	935.56566023	52.06746100	0.39721981	0.29237878	0.50323117
chr1	88	955.53892038	938.42763553	34.22256970	0.40028773	0.31395026	0.48684419
chr1	89	964.43766034	929.57256402	69.73019265	0.41799725	0.29375865	0.54054731
chr1	90	948.27179513	931.56977783	33.40403462	0.39709766	0.31266610	0.48353207
chr1	91	968.45710488	910.35307364	116.20806248	0.43825492	0.27910389	0.59798975
chr1	92	976.40085824	921.31700799	110.16770049	0.44274505	0.28623935	0.59568266
chr1	93	973.31348010	907.18956784	132.24782452	0.43980811	0.26962347	0.60801877
chr1	94	987.29121905	947.13656824	80.30930162	0.44584905	0.31300277	0.57826714
chr1	95	1000.67597729	940.48985038	120.37225381	0.47729564	0.31650959	0.63995584
